Appliance 1,Appliance 2,Appliance 3,Appliance 4,Appliance 5,Appliance 6,Appliance 7,Appliance 8,Appliance 9,Appliance 10
21.75357082450743,61.04677543022309,56.29192475853159,57.69528316279023,34.57972060827547,41.06387766937895,27.510049885865136,123.92743301249666,238.41935336927253,258.27490300399097
1.2825321045577622,51.76280689068999,55.14737316637691,38.14238504329208,25.748077284480175,40.77450009731629,56.85418896139838,95.13894168498314,174.38171192800502,144.39107629704313
35.55967347350668,25.134237334544935,22.836251302018198,29.5349957601377,31.508765091658404,135.17156664423328,91.58160819832509,111.22146150850016,229.5508480689042,123.98624458920744
35.329040941480905,26.697489656822967,15.706334049801061,54.7463404550762,62.65878180530562,154.21143399534708,113.62696870348825,69.30067176899377,235.58542458993114,204.26174589181693
7.102979973855435,29.69364351157548,16.088390118393775,52.992174296280034,36.00542087293563,118.795462671661,96.760950924177,114.55625693312011,217.78603263221842,145.27523760918675
56.379254119803086,69.10240220627348,67.60717821720064,77.98860077068848,60.84981929875868,170.5542596804273,95.93244880715162,72.96117058482946,49.78953231271736,88.81511816876893
22.628092216073245,25.684014568536142,41.971693677013505,38.58988963352888,29.629351924835383,97.37403310406222,65.5891161927932,134.75949462061746,89.29888374021152,238.46447752539143
44.88683681524233,32.9660503044566,16.694373325800697,48.6478927128295,50.229916322871404,135.9574320575806,160.40860771679476,89.67322662984778,150.1360600814668,97.87337106220502
50.18075756948174,58.00722649862454,40.70465860634103,23.54815424533644,23.22531768035806,61.10108406000699,117.92871782797629,139.99437119479938,330.4765154726415,257.99232509561983
6.962656834183526,41.09233018973624,47.25771769022363,51.3191155819341,53.819160663074626,101.99365274108658,113.63224231607853,111.15741689591093,63.13024778959796,52.77174453960927
1.9029050830685148,34.50284714609469,28.323037220709804,39.293804302482954,52.862978940771036,64.33371202342859,81.36111957201653,136.76612447158283,135.55117092012097,82.94681029887604
16.854753079959345,17.016428330290257,41.21129083406148,60.5294106317225,53.45481904129505,159.27565513787766,175.93525765720966,111.73704539372304,317.92635637185253,264.86312035768935
46.95593455031159,70.73676453035617,46.6201155992732,28.782292549634157,22.78862580135564,76.36199566216195,136.14958134727596,177.52562652056207,90.84629720950706,145.69354075557473
24.332296315842907,23.879606071180753,16.163630905475728,24.791103114936977,46.85904577751311,72.58361327698512,98.50316318913585,138.5926402721343,176.1126258524841,278.8452635163994
55.90078049048792,41.30131474407901,38.11552272894865,33.990965277302706,27.4296756224533,19.383782986404107,82.7295961361298,105.25514511445775,67.76106875599241,88.67005203590487
52.78893263635967,39.080008515042664,24.656563423864576,36.48278061176177,54.270549399276916,63.95136457150406,112.51284407265996,153.05387514761762,146.29118414279412,216.14302836728282
21.37356537655339,44.066702288169324,44.298203879610995,48.62262373247914,27.707458366573814,140.81649798009465,108.9190612190767,78.1838016957465,51.13381612474262,141.56492448167626
39.442383963504106,20.608584817911527,28.35007524292695,25.346935852407785,36.24476947432525,44.70393293904346,105.16706313793367,101.7800090738065,325.86338059507045,190.0040717630785
19.84442665494354,15.977683981810445,40.472771319513264,63.551557337148,41.285049017508406,121.05395320974515,158.46464724783544,149.84664581174275,230.43484473752207,162.70090174487964
5.428547735251493,50.01536279733447,56.678079742381875,59.585107247101405,42.224237403128406,74.28458508122831,124.13579856505959,176.12761906628216,348.4636903198442,327.3532079743441
37.35550018730656,23.115896557894974,17.297314009554558,52.98919622186438,48.701038117045854,25.83636595279457,25.16544411227097,96.93852496733534,50.02068243858444,56.62059648734021
31.923627806672176,52.43883511974138,49.18622516768133,35.677464935825824,43.84897126856736,58.059028407366355,68.09694258454559,128.96671761146814,255.21683934751528,294.3706133824582
38.274472321108234,49.155545540353806,27.92644556550274,32.175369891539944,25.852947770326452,50.02697507465432,141.57262069150687,120.7838047263198,322.27891286411705,285.1136490141874
46.236281672721745,49.684807613569134,45.185960108595026,46.93538070823742,30.604894985172862,125.12447217902354,96.2455045339278,51.2822554525197,215.17005947797708,142.36296579841996
54.717330684740375,77.65265641169351,71.01065835391567,53.8000664222904,27.532762954807076,154.8777070492599,128.71824705896645,187.29055596850333,376.49027986157506,355.69636361621156
17.11002781787751,28.88007636380191,44.342324580107295,37.802234268287606,25.1529036892068,97.2513684452662,160.81313652472693,168.9142585647877,251.78445944688477,145.00158230007904
35.72635815856735,70.05248373244683,40.03769502842735,45.66709140254535,54.96504429309764,140.12051785861604,153.61967877711552,166.14615811153504,188.6007642941942,151.9942730956402
47.09673583567691,66.28432254038984,63.59860147187288,76.84149059067998,57.17732672932581,104.87254289784121,148.09312132518164,156.7237867178116,284.4472740121731,298.4654985835376
51.78521832813832,43.726001416286806,35.06594969766943,22.249067472658616,32.27575639540221,21.623463600583253,66.58700994867533,102.3316170151667,135.30545712215132,183.659910849727
1.8120540329537054,2.972581288123513,30.436838443263113,33.05621249263581,21.257614775339125,90.00921796465907,137.25721616893,96.13795193362253,230.92606424141934,132.26736817523238
3.0471530412157395,29.601155258822967,33.83076864559276,48.36633640479087,50.700358263802634,173.68129490861807,148.73420927090785,115.43698542132697,291.2090388142312,198.81668685224372
25.531410009106743,16.959845279171628,9.385830441418767,52.233992258809685,56.665704280277566,134.12182610726583,116.12263434213465,80.10651557515746,86.0591570827969,92.18501317703841
31.975702382259506,53.717163111876985,50.04534214332061,38.83048142944877,54.370102664240505,139.41825428643386,136.15940824582464,145.89732870628197,196.13264536349786,146.72602540297038
20.751225840869324,50.32864536667672,25.68652692652738,18.590472883948916,11.027868542861082,11.717827926261245,108.37818986227877,143.68547352923332,211.10389249196402,124.79365316189464
28.57406173408177,39.31201111354321,25.828677824869928,34.33655177361416,31.747914402804128,109.55286835688338,130.88351871447753,71.21610698146554,145.61424611398905,195.7561845673403
29.259488909676772,59.798964375470405,53.08071052534717,34.67457378702737,19.93237915339817,107.61904977997038,57.03694482348575,102.97577599393463,327.5459570323178,276.81375791719984
22.56533951027801,45.22909009369324,38.77383079542784,46.354507167604005,57.590675049377055,87.52916821909893,158.89389036709565,194.5105144485438,154.7544590346401,91.03200576077455
5.857637538253665,3.9775854339766994,5.316891446879541,36.346103356518924,20.864875293270217,58.94274869250154,130.6951492777481,68.33279640825117,273.27262601872144,191.96935012275424
6.868377701578699,40.24468323611022,42.23848941800064,64.41015928433957,59.13544382297639,151.7549870375278,109.69910911335556,77.46974529255178,259.0742256327217,287.95033258260673
57.54114519957856,50.59121066990831,38.410509540343305,57.51811161850131,41.26357961465098,162.1134166471354,183.86245670493867,146.5352992576673,293.7573642813338,295.0018235998872
5.992206393124288,50.634841371655554,43.10462102405176,62.3964284535415,42.89202642573348,157.61662658338608,125.50125823330904,64.22759104132064,297.8941379658438,166.9013862472953
18.587384419626392,59.433717733425574,63.12394033203522,59.91252288563794,53.06726931771274,94.75061759961051,82.55131416576339,83.12821751041588,238.99956556318728,267.27689041087467
45.97965393149675,64.663103756362,35.54280001558841,42.20514690583994,23.259848013719612,95.1938360374773,100.4794963415219,163.1488839076831,184.63913104243417,115.30571914450229
8.389398371095904,44.34370538536741,43.94187864830284,27.039518984955976,16.66452980530357,114.92173318305923,66.26586722264287,137.59095912816096,276.10576778451855,154.051584976717
4.998404840953901,54.551153641345785,40.473657601768465,38.56476833876751,49.04867459544319,168.51259070159404,202.39475370325584,196.97459335320787,208.93101002437248,120.8628932895898
45.21342852705365,52.0386944573643,40.95315628820106,65.26071735648861,36.78974447385517,93.3506604102873,48.07501981680969,83.61604000232266,58.38106239307603,52.54928588755887
6.8874261297869115,37.65832613241333,45.110796633157165,51.349804527493134,60.84462635657499,87.45986081868615,77.96245161736499,149.39285437856918,140.36664992510202,259.3041809209045
0.7722941515437167,51.57981115842561,27.38058219320712,57.735519930220725,48.22234343401669,175.04514034477552,96.39074316904285,118.59107659223405,343.88654427887457,274.679819283107
36.56549490183797,55.00078423076033,43.49294570410815,52.794156414351846,47.81294157456023,160.96641444392014,85.96787494203109,78.77546924811375,318.3563389760944,333.99507669341233
26.46940606582357,45.91557161022311,32.70016965942196,25.692245283677927,29.833934001786062,68.68569898612441,104.29927938003318,62.03401488760774,317.02613662707785,352.17539040204105
40.64669065314473,48.60137586099913,35.246289948751766,57.82393474558903,53.968137230250406,51.71766449699517,135.0401759686927,172.09180711939536,364.9015284892729,324.9686989379833
35.663164007511384,39.940097995417,52.756277742809516,69.15003203056798,36.32408643164658,22.19201249027283,56.18150844257122,131.10905984040554,355.40560333468443,207.25869910493373
34.51099385465261,37.42130093977932,52.80545300133828,67.9803746224056,64.6348761547827,103.57514109919111,101.49861230268496,85.53956777072622,59.34541601348209,199.4431745087102
47.22755164679145,76.3804733191129,73.23460742498145,64.02977190602964,60.13404843147376,173.6857388851946,188.62045331892875,125.76990688300428,195.15043414986314,122.93064663594531
55.49670489799123,59.736549582040084,37.96052857109825,52.12866370892931,48.6822389058943,78.79971871251453,53.08053886347977,111.95206770655184,208.75232413962698,256.0462023984037
30.230585927325293,60.051399070291176,49.460532855109406,52.461681946992755,58.30883694270317,90.55490660312145,61.3708897815288,34.433445323948405,238.92621265721772,241.3165083090322
40.93818162776954,31.722710333639796,20.676634062799828,11.102397259733419,18.403435825078017,98.92322210121937,96.50273468272567,103.85628050192767,317.4008034766652,227.09317109865253
29.91817980269859,56.328744484797106,42.10227928626442,51.75581304666758,57.422538929021954,173.05349159883497,104.20631093486281,169.85825737218215,229.41100288955016,165.48494172734044
26.76222930773261,65.10649596105753,49.84876761463873,41.148030677320726,43.737545891673484,58.462016231673076,38.32024147919105,35.58507241488202,55.39486667602504,57.57499771949395
8.06420050305308,37.84092937924062,25.30643435503844,29.797881623667244,47.646681558986046,95.8625547971051,127.90598066820716,85.85829542465962,99.37709914086462,57.78105592075415
9.860152696075883,19.673283354219222,16.139249260191946,12.51339132178807,10.721884615577338,75.46387172257127,62.532256233362304,77.57210643305817,186.58209513274585,228.8921410926107
2.382769881195311,43.39260810455252,43.83738165052105,25.970222692336115,44.941163833083294,162.48952624323832,88.6327123719775,79.56882888254512,276.4531783420757,285.1928842913144
10.728766313538182,16.481069512276342,21.281238850231148,34.61286471655811,39.909466763375065,76.07954574092723,93.52256388658043,141.82841133802393,81.77865301583229,90.46598375724993
